level,gear,circles,scenario,comp,enabled,n,wins,losses,draws,winRate,medianWinRounds,mean_damage,mean_taken,mean_healing,mean_mpSpent,mean_mpDrained,mean_shieldAbsorbed,mean_activations
3000,True,True,burst,mixed,False,20,20,0,0,1.0,2.0,196544.15,62070.65,31948.2,174.8,0,33641.15,0
3000,True,True,burst,mixed,True,20,20,0,0,1.0,2.0,195950,62188.25,31364.9,168.1,0,33641.15,1
3000,True,True,burst,unpaired,False,20,16,4,0,0.8,4.0,186458.7,158472,57096.05,406.45,0,38498,0
3000,True,True,burst,unpaired,True,20,16,4,0,0.8,4.0,186458.7,158472,57096.05,406.45,0,38498,0
1500,False,True,debuff,gods,False,20,3,17,0,0.15,2,76424.4,48082.35,4999.4,148.3,0,13178,0
1500,False,True,debuff,gods,True,20,4,16,0,0.2,1.5,82332.8,47100.05,4847.8,150.4,0,13178,0
1500,False,True,debuff,poison,False,20,0,20,0,0.0,,78691.8,46005.15,2485.15,41.95,0,7142.75,0
1500,False,True,debuff,poison,True,20,0,20,0,0.0,,78419.7,46305.9,2785.9,41.95,0,7142.75,1.85
1500,False,True,debuff,guard,False,20,5,15,0,0.25,4,135737.95,109840.1,28452.8,121.35,0,17817.5,0
1500,False,True,debuff,guard,True,20,6,14,0,0.3,4.0,145418.6,109471.45,30272.2,122.3,0,21017.45,1.45
1500,False,True,debuff,finishers,False,20,20,0,0,1.0,2.0,174759.95,51.3,0,153.15,0,3066.3,0
1500,False,True,debuff,finishers,True,20,20,0,0,1.0,2.0,174759.95,51.3,0,153.25,0,3066.3,0.85
1500,False,True,debuff,mixed,False,20,17,3,0,0.85,2,175205.25,42306.05,20280.7,231.55,18.65,12823.5,0
1500,False,True,debuff,mixed,True,20,17,3,0,0.85,2,175852.75,42363.4,19755.25,228.45,18.65,12644.05,0.85
1500,False,True,debuff,unpaired,False,20,18,2,0,0.9,5.0,168886.6,46289,1012.7,426.1,0,18631.95,0
1500,False,True,debuff,unpaired,True,20,18,2,0,0.9,5.0,168886.6,46289,1012.7,426.1,0,18631.95,0
1500,True,False,debuff,gods,False,20,8,12,0,0.4,2.0,144689.25,58810.6,6323.75,202.8,102.15,9401.45,0
1500,True,False,debuff,gods,True,20,8,12,0,0.4,2.0,144689.25,58810.6,6323.75,202.8,102.15,9401.45,0
1500,True,False,debuff,poison,False,20,0,20,0,0.0,,62112.3,60904,4248,35.8,0,414.15,0
1500,True,False,debuff,poison,True,20,0,20,0,0.0,,61665.05,61198,4542,35.85,0,552.2,1.45
1500,True,False,debuff,guard,False,20,1,19,0,0.05,5,116816.6,146132.4,45951.8,92.05,0,3271.7,0
1500,True,False,debuff,guard,True,20,1,19,0,0.05,5,122205.15,147676.7,47496.1,101.45,0,8565.4,1.1
1500,True,False,debuff,finishers,False,20,20,0,0,1.0,2.0,226624,18378.35,0,182.55,0,10738.5,0
1500,True,False,debuff,finishers,True,20,20,0,0,1.0,2.0,226624,18378.35,0,182.55,0,10738.5,0.9
1500,True,False,debuff,mixed,False,20,13,7,0,0.65,3,209146.55,74419.65,39261.15,332.6,105.15,18176.55,0
1500,True,False,debuff,mixed,True,20,13,7,0,0.65,3,211592.15,74670.4,39114.75,332.6,105.15,18065.4,1.35
1500,True,False,debuff,unpaired,False,20,0,20,0,0.0,,106535.1,118587.6,20762.6,276.1,0,17806.25,0
1500,True,False,debuff,unpaired,True,20,0,20,0,0.0,,104671.25,117862.5,20037.5,268.55,0,17606,0
1500,True,True,debuff,gods,False,20,13,7,0,0.65,2,178066.7,48886.6,8550.25,213.7,81.7,17314.4,0
1500,True,True,debuff,gods,True,20,13,7,0,0.65,2,178066.7,48886.6,8550.25,213.7,81.7,17314.4,0
1500,True,True,debuff,poison,False,20,0,20,0,0.0,,95539.25,60443.3,3787.3,45.85,0,9361.9,0
1500,True,True,debuff,poison,True,20,0,20,0,0.0,,96388,60862.2,4206.2,45.85,0,9361.9,1.9
1500,True,True,debuff,guard,False,20,4,16,0,0.2,5.0,199043.9,146251.5,54059.5,133,0,18375.95,0
1500,True,True,debuff,guard,True,20,4,16,0,0.2,5.0,200045.05,143342.35,50900.7,135.5,0,23017.55,1.4
1500,True,True,debuff,finishers,False,20,20,0,0,1.0,2.0,227501,13448.55,0,161,0,8452.2,0
1500,True,True,debuff,finishers,True,20,20,0,0,1.0,2.0,227501,13448.55,0,159.45,0,8452.2,0.4
1500,True,True,debuff,mixed,False,20,15,5,0,0.75,2,219703.1,58156.1,28800.5,276.15,71.2,17504.75,0
1500,True,True,debuff,mixed,True,20,15,5,0,0.75,2,220431.3,58156.1,28529.55,271.05,71.2,17411.55,0.65
1500,True,True,debuff,unpaired,False,20,8,12,0,0.4,7.0,191828.45,85142.15,5069.1,464.25,0,26726.25,0
1500,True,True,debuff,unpaired,True,20,8,12,0,0.4,7.0,191828.45,85142.15,5069.1,464.25,0,26726.25,0
3000,False,False,debuff,gods,False,20,2,18,0,0.1,2.0,113677.55,73546.1,4024.1,137.6,0,9921,0
3000,False,False,debuff,gods,True,20,2,18,0,0.1,2.0,113677.55,73546.1,4024.1,137.6,0,9921,0
3000,False,False,debuff,poison,False,20,0,20,0,0.0,,73780.9,72908.5,5085.5,33.6,0,1046.1,0
3000,False,False,debuff,poison,True,20,0,20,0,0.0,,75417.2,73218.3,5395.3,33.7,0,871.75,1.4
3000,False,False,debuff,guard,False,20,0,20,0,0.0,,137748.85,181908.8,42111.8,81.65,0,4793.15,0
3000,False,False,debuff,guard,True,20,1,19,0,0.05,5,144033.15,180275.1,43025.55,85.3,0,11629.35,1.1
3000,False,False,debuff,finishers,False,20,20,0,0,1.0,2.0,272351.75,6033.65,0,164.2,0,7372.3,0
3000,False,False,debuff,finishers,True,20,20,0,0,1.0,2.0,272351.75,6033.65,0,164.2,0,7372.3,0.95
3000,False,False,debuff,mixed,False,20,15,5,0,0.75,3,274854.5,77165.8,32830.95,275.7,58,20276.6,0
3000,False,False,debuff,mixed,True,20,16,4,0,0.8,3.0,271670.75,73266.55,31172.2,264.25,58,18195.2,1.6
3000,False,False,debuff,unpaired,False,20,1,19,0,0.05,8,175533.15,133222.3,2580.7,380.1,0,24259.3,0
3000,False,False,debuff,unpaired,True,20,1,19,0,0.05,8,175533.15,133222.3,2580.7,380.1,0,24259.3,0
3000,False,True,debuff,gods,False,20,4,16,0,0.2,1.5,128350.35,73533,7666.75,150.4,0,20556,0
3000,False,True,debuff,gods,True,20,4,16,0,0.2,1.5,128350.35,73533,7666.75,150.4,0,20556,0
3000,False,True,debuff,poison,False,20,0,20,0,0.0,,122638.35,71695.95,3872.95,41.95,0,11137,0
3000,False,True,debuff,poison,True,20,0,20,0,0.0,,122212.1,72164.35,4341.35,41.95,0,11137,1.85
3000,False,True,debuff,guard,False,20,6,14,0,0.3,4.0,212939.3,170176.15,45045.25,122.6,0,27783.2,0
3000,False,True,debuff,guard,True,20,6,14,0,0.3,4.0,226629.05,170648.95,47165,122.3,0,32759.6,1.45
3000,False,True,debuff,finishers,False,20,20,0,0,1.0,2.0,272351.75,78,0,153.15,0,4776.1,0
3000,False,True,debuff,finishers,True,20,20,0,0,1.0,2.0,272351.75,78,0,153.25,0,4776.1,0.85
3000,False,True,debuff,mixed,False,20,19,1,0,0.95,2,282878.75,62348.3,31736.3,241.25,29,20327.25,0
3000,False,True,debuff,mixed,True,20,19,1,0,0.95,2,283887,62437.85,30917.65,238.15,29,20047.95,0.85
3000,False,True,debuff,unpaired,False,20,18,2,0,0.9,5.0,263192.25,72108.3,1576.1,426.1,0,29037.55,0
3000,False,True,debuff,unpaired,True,20,18,2,0,0.9,5.0,263192.25,72108.3,1576.1,426.1,0,29037.55,0
3000,True,False,debuff,gods,False,20,8,12,0,0.4,2.0,217080.05,86945.9,7674.95,197,99,13571.1,0
3000,True,False,debuff,gods,True,20,8,12,0,0.4,2.0,217080.05,86945.9,7674.95,197,99,13571.1,0
3000,True,False,debuff,poison,False,20,0,20,0,0.0,,94240.75,91674,6395,35.8,0,627.75,0
3000,True,False,debuff,poison,True,20,0,20,0,0.0,,94456.3,92113.95,6834.95,35.8,0,627.75,1.45
3000,True,False,debuff,guard,False,20,1,19,0,0.05,5,178490.4,223378.2,70065.15,92.05,0,5007.5,0
3000,True,False,debuff,guard,True,20,2,18,0,0.1,5.0,188446.65,221535.95,71700.55,98.1,0,12513.85,1.15
3000,True,False,debuff,finishers,False,20,20,0,0,1.0,2.0,343165.2,28697.6,0,183.2,0,16110.75,0
3000,True,False,debuff,finishers,True,20,20,0,0,1.0,2.0,343165.2,28697.6,0,183.2,0,16110.75,0.65
3000,True,False,debuff,mixed,False,20,13,7,0,0.65,3,302695.05,107271.45,53303.35,316.8,151.75,25639,0
3000,True,False,debuff,mixed,True,20,13,7,0,0.65,3,307094.75,108468.35,53742.15,316.75,151.75,26094.65,1.3
3000,True,False,debuff,unpaired,False,20,0,20,0,0.0,,172603.2,165417.55,15964.55,333.8,0,26899,0
3000,True,False,debuff,unpaired,True,20,0,20,0,0.0,,172603.2,165229.7,15776.7,333.8,0,26899,0
3000,True,True,debuff,gods,False,20,12,8,0,0.6,1.5,258157.95,74483.25,10573.75,200.8,60.1,25445.95,0
3000,True,True,debuff,gods,True,20,12,8,0,0.6,1.5,258157.95,74483.25,10573.75,200.8,60.1,25445.95,0
3000,True,True,debuff,poison,False,20,0,20,0,0.0,,145246.45,90977.95,5698.95,45.7,0,14155.5,0
3000,True,True,debuff,poison,True,20,0,20,0,0.0,,146837.15,91603.4,6324.4,44.95,0,13961.5,1.9
3000,True,True,debuff,guard,False,20,6,14,0,0.3,5.0,298184.45,219271.95,83766.25,139.75,0,28460,0
3000,True,True,debuff,guard,True,20,5,15,0,0.25,5,305226.2,218372.15,79479.9,137.55,0,35309.55,1.5
3000,True,True,debuff,finishers,False,20,20,0,0,1.0,2.0,343759.1,7399.95,0,155.6,0,8029.8,0
3000,True,True,debuff,finishers,True,20,20,0,0,1.0,2.0,343759.1,7399.95,0,155.6,0,8029.8,0.7
3000,True,True,debuff,mixed,False,20,15,5,0,0.75,2,331848,91895.55,48187.3,282.8,151.75,26192.7,0
3000,True,True,debuff,mixed,True,20,15,5,0,0.75,2,332934,91895.55,47793.2,277.7,151.75,26050.5,0.65
3000,True,True,debuff,unpaired,False,20,9,11,0,0.45,7,294071.2,130580.75,6410.45,467.5,0,40938,0
3000,True,True,debuff,unpaired,True,20,9,11,0,0.45,7,294071.2,130580.75,6410.45,467.5,0,40938,0
1500,False,True,general,gods,False,20,20,0,0,1.0,2.0,325496,2089.15,1309.6,328.7,0,2839.75,0
1500,False,True,general,gods,True,20,20,0,0,1.0,2.0,325496,2006.35,1226.8,324.6,0,2828.45,0
1500,False,True,general,poison,False,20,20,0,0,1.0,4.0,325496,6868.15,5448.5,225.95,0,3704.4,0
1500,False,True,general,poison,True,20,20,0,0,1.0,4.0,325496,6868.15,5689.7,225.95,0,3704.4,4.2
1500,False,True,general,guard,False,20,20,0,0,1.0,4.0,325496,4420.7,4420.7,290,0,4033.75,0
1500,False,True,general,guard,True,20,20,0,0,1.0,4.0,325496,4256.35,4256.35,290,0,4198.1,2.45
1500,False,True,general,finishers,False,20,20,0,0,1.0,2.0,325496,66.45,0,213.55,0,3206,0
1500,False,True,general,finishers,True,20,20,0,0,1.0,2.0,325496,66.45,0,211.95,0,3206,1.7
1500,False,True,general,mixed,False,20,20,0,0,1.0,3.0,325496,1912.95,1255.3,311.3,0,5515.6,0
1500,False,True,general,mixed,True,20,20,0,0,1.0,3.0,325496,1892.5,1234.85,301.2,0,5114.65,2
1500,False,True,general,unpaired,False,20,20,0,0,1.0,7.0,325496,2880.8,0,809.65,0,13558.65,0
1500,False,True,general,unpaired,True,20,20,0,0,1.0,7.0,325496,2880.8,0,809.65,0,13558.65,0
1500,True,False,general,gods,False,20,20,0,0,1.0,3.0,430584,4859.95,4082.2,462.4,0,5533.6,0
1500,True,False,general,gods,True,20,20,0,0,1.0,3.0,430584,4859.95,4082.2,462.4,0,5533.6,0
1500,True,False,general,poison,False,20,20,0,0,1.0,6.5,430584,25906.7,22769,336.05,0,4609.15,0
1500,True,False,general,poison,True,20,20,0,0,1.0,6.5,430584,25906.7,23090.1,336.05,0,4609.15,6.45
1500,True,False,general,guard,False,20,20,0,0,1.0,6.0,430584,8190.45,8190.45,435.7,0,7754.95,0
1500,True,False,general,guard,True,20,20,0,0,1.0,6.0,430584,8190.45,8190.45,435.7,0,7754.95,4.4
1500,True,False,general,finishers,False,20,20,0,0,1.0,3.0,430584,211,0,329.9,0,5369.4,0
1500,True,False,general,finishers,True,20,20,0,0,1.0,3.0,430584,211,0,326.5,0,5369.4,2.95
1500,True,False,general,mixed,False,20,20,0,0,1.0,5.0,430584,4382.3,4087.1,380.2,0,12533.2,0
1500,True,False,general,mixed,True,20,20,0,0,1.0,5.0,430584,4288.55,4087.1,378.65,0,12442.3,2.55
1500,True,False,general,unpaired,False,20,20,0,0,1.0,12.0,430584,23098.7,1367.8,1373.25,0,25168.1,0
1500,True,False,general,unpaired,True,20,20,0,0,1.0,12.0,430584,23098.7,1367.8,1373.25,0,25168.1,0
1500,True,True,general,gods,False,20,20,0,0,1.0,2.0,430584,2463.15,1495.8,337.9,0,3727.4,0
1500,True,True,general,gods,True,20,20,0,0,1.0,2.0,430584,2463.15,1495.8,337.9,0,3727.4,0
1500,True,True,general,poison,False,20,20,0,0,1.0,5.0,430584,11048,9737.25,252.8,0,5776.4,0
1500,True,True,general,poison,True,20,20,0,0,1.0,5.0,430584,11137.45,10105.2,252,0,5776.4,5.1
1500,True,True,general,guard,False,20,20,0,0,1.0,4.0,430584,5792.1,5792.1,329.75,0,8123.05,0
1500,True,True,general,guard,True,20,20,0,0,1.0,4.0,430584,5792.1,5792.1,329.75,0,8123.05,3.45
1500,True,True,general,finishers,False,20,20,0,0,1.0,2.0,430584,181,0,218.95,0,5047.8,0
1500,True,True,general,finishers,True,20,20,0,0,1.0,2.0,430584,181,0,217.55,0,5047.8,2.05
1500,True,True,general,mixed,False,20,20,0,0,1.0,3.0,430584,2430,1933.75,301.6,0,8264.15,0
1500,True,True,general,mixed,True,20,20,0,0,1.0,3.0,430584,2370.75,1739.95,295.8,0,8079.6,2
1500,True,True,general,unpaired,False,20,20,0,0,1.0,9.0,430584,6925.9,0,1023.8,0,23445.8,0
1500,True,True,general,unpaired,True,20,20,0,0,1.0,9.0,430584,6925.9,0,1023.8,0,23445.8,0
3000,False,False,general,gods,False,20,20,0,0,1.0,2.0,507368,5696,4339.75,414.3,0,5712.75,0
3000,False,False,general,gods,True,20,20,0,0,1.0,2.0,507368,5696,4339.75,414.3,0,5712.75,0
3000,False,False,general,poison,False,20,20,0,0,1.0,5.0,507368,22227.1,19427.4,283.4,0,3845.7,0
3000,False,False,general,poison,True,20,20,0,0,1.0,5.0,507368,22227.1,19924.75,284.2,0,3845.7,6.35
3000,False,False,general,guard,False,20,20,0,0,1.0,5.0,507368,8591.65,8591.65,358.75,0,8693.05,0
3000,False,False,general,guard,True,20,20,0,0,1.0,5.0,507368,8591.65,8591.65,358.75,0,8693.05,3.9
3000,False,False,general,finishers,False,20,20,0,0,1.0,3.0,507368,115.85,0,294.3,0,5607.95,0
3000,False,False,general,finishers,True,20,20,0,0,1.0,3.0,507368,115.85,0,288.3,0,5607.95,1.65
3000,False,False,general,mixed,False,20,20,0,0,1.0,5.0,507368,6080.8,5421.9,377.4,0,13486.5,0
3000,False,False,general,mixed,True,20,20,0,0,1.0,5.0,507368,5783.1,5339.45,377.6,0,13592.4,2.1
3000,False,False,general,unpaired,False,20,20,0,0,1.0,10.0,507368,7889.55,0,1128.8,0,29210.85,0
3000,False,False,general,unpaired,True,20,20,0,0,1.0,10.0,507368,7889.55,0,1128.8,0,29210.85,0
3000,False,True,general,gods,False,20,20,0,0,1.0,2.0,507368,3117.1,1907.6,324.6,0,4405.5,0
3000,False,True,general,gods,True,20,20,0,0,1.0,2.0,507368,3117.1,1907.6,324.6,0,4405.5,0
3000,False,True,general,poison,False,20,20,0,0,1.0,4.0,507368,10688.3,8478.75,225.95,0,5766.9,0
3000,False,True,general,poison,True,20,20,0,0,1.0,4.0,507368,10688.3,8854.25,225.95,0,5766.9,4.2
3000,False,True,general,guard,False,20,20,0,0,1.0,4.0,507368,6868.5,6868.5,290,0,6330.75,0
3000,False,True,general,guard,True,20,20,0,0,1.0,4.0,507368,6612.45,6612.45,290,0,6586.8,2.55
3000,False,True,general,finishers,False,20,20,0,0,1.0,2.0,507368,101.65,0,213.55,0,4986.2,0
3000,False,True,general,finishers,True,20,20,0,0,1.0,2.0,507368,101.65,0,211.95,0,4986.2,1.7
3000,False,True,general,mixed,False,20,20,0,0,1.0,3.0,507368,2976.85,1952.55,311.3,0,8582.3,0
3000,False,True,general,mixed,True,20,20,0,0,1.0,3.0,507368,2944.95,1920.65,301.2,0,7958.35,2
3000,False,True,general,unpaired,False,20,20,0,0,1.0,7.0,507368,4464.4,0,809.65,0,21103.95,0
3000,False,True,general,unpaired,True,20,20,0,0,1.0,7.0,507368,4464.4,0,809.65,0,21103.95,0
3000,True,False,general,gods,False,20,20,0,0,1.0,3.0,647016,7531.55,6273.35,464.7,0,8323.95,0
3000,True,False,general,gods,True,20,20,0,0,1.0,3.0,647016,7531.55,6273.35,464.7,0,8323.95,0
3000,True,False,general,poison,False,20,20,0,0,1.0,6.0,647016,37752.05,32763.45,338.65,0,7228.45,0
3000,True,False,general,poison,True,20,20,0,0,1.0,6.0,647016,37752.05,33161.65,338.65,0,7228.45,5.85
3000,True,False,general,guard,False,20,20,0,0,1.0,6.0,647016,12042.25,12042.25,423.35,0,10959.75,0
3000,True,False,general,guard,True,20,20,0,0,1.0,6.0,647016,12042.25,12042.25,423.35,0,10959.75,4.2
3000,True,False,general,finishers,False,20,20,0,0,1.0,3.0,647016,325.6,0,326.55,0,8211.7,0
3000,True,False,general,finishers,True,20,20,0,0,1.0,3.0,647016,325.6,0,326.55,0,8211.7,2.6
3000,True,False,general,mixed,False,20,20,0,0,1.0,5.0,647016,6290,5941.95,380.3,0,18333.75,0
3000,True,False,general,mixed,True,20,20,0,0,1.0,5.0,647016,6290,5941.95,380.3,0,18333.75,2.4
3000,True,False,general,unpaired,False,20,20,0,0,1.0,12.0,647016,30559.55,0,1361.6,0,40778.05,0
3000,True,False,general,unpaired,True,20,20,0,0,1.0,12.0,647016,30559.55,0,1361.6,0,40778.05,0
3000,True,True,general,gods,False,20,20,0,0,1.0,2.0,647016,3726.05,2239.7,342.2,0,5802.8,0
3000,True,True,general,gods,True,20,20,0,0,1.0,2.0,647016,3726.05,2239.7,342.2,0,5802.8,0
3000,True,True,general,poison,False,20,20,0,0,1.0,5.0,647016,17812.55,15925.75,253.1,0,7379.55,0
3000,True,True,general,poison,True,20,20,0,0,1.0,5.0,647016,17952.35,16512.5,252.3,0,7379.55,5
3000,True,True,general,guard,False,20,20,0,0,1.0,4.0,647016,7526.4,7526.4,326.45,0,11597.95,0
3000,True,True,general,guard,True,20,20,0,0,1.0,4.0,647016,7526.4,7526.4,326.45,0,11597.95,3.25
3000,True,True,general,finishers,False,20,20,0,0,1.0,2.0,647016,249.4,0,217.8,0,7740.95,0
3000,True,True,general,finishers,True,20,20,0,0,1.0,2.0,647016,249.4,0,216.25,0,7544.8,2.05
3000,True,True,general,mixed,False,20,20,0,0,1.0,3.0,647016,3581.45,2951.95,293.2,0,11823.25,0
3000,True,True,general,mixed,True,20,20,0,0,1.0,3.0,647016,3394.95,2644.15,287.4,0,11581.95,2
3000,True,True,general,unpaired,False,20,20,0,0,1.0,8.0,647016,7948.25,0,923.75,0,35421.2,0
3000,True,True,general,unpaired,True,20,20,0,0,1.0,8.0,647016,7948.25,0,923.75,0,35421.2,0
1500,False,True,healing,gods,False,20,2,18,0,0.1,1.0,54856.25,44503.25,1289.5,114.8,0,9728.65,0
1500,False,True,healing,gods,True,20,3,17,0,0.15,1,57689.95,43627.8,1277,113.9,0,9728.65,0
1500,False,True,healing,poison,False,20,3,17,0,0.15,2,64504.85,52758.05,13660.05,72.3,0,8751.85,0
1500,False,True,healing,poison,True,20,3,17,0,0.15,2,65633.5,52827.55,13510.35,73.75,0,8751.85,0.9
1500,False,True,healing,guard,False,20,20,0,0,1.0,2.0,108067.75,37031.4,14647.5,116.1,0,17350.85,0
1500,False,True,healing,guard,True,20,20,0,0,1.0,2.0,108067.75,36784.15,16169.7,116.1,0,17598.1,1.45
1500,False,True,healing,finishers,False,20,20,0,0,1.0,1.0,103956,3719.5,0,95.75,0,10454.45,0
1500,False,True,healing,finishers,True,20,20,0,0,1.0,1.0,103956,3719.5,0,95.75,0,10454.45,0.2
1500,False,True,healing,mixed,False,20,20,0,0,1.0,2.0,113873.1,28796.6,6351.9,149.85,0,13698.05,0
1500,False,True,healing,mixed,True,20,20,0,0,1.0,2.0,113873.1,28796.6,6351.9,149.85,0,13698.05,1
1500,False,True,healing,unpaired,False,20,20,0,0,1.0,4.0,128175.85,50099.55,15036.45,410.1,0,21707.65,0
1500,False,True,healing,unpaired,True,20,20,0,0,1.0,4.0,128175.85,50099.55,15036.45,410.1,0,21707.65,0
1500,True,False,healing,gods,False,20,18,2,0,0.9,1.0,118327,48531.3,17092,167.7,0,2588.55,0
1500,True,False,healing,gods,True,20,18,2,0,0.9,1.0,118327,48531.3,17092,167.7,0,2588.55,0
1500,True,False,healing,poison,False,20,9,11,0,0.45,3,120380.45,79973.1,42188.15,130.4,0,1556,0
1500,True,False,healing,poison,True,20,6,14,0,0.3,3.0,114321.45,84062.05,37787.4,118.1,0,1694.05,2.5
1500,True,False,healing,guard,False,20,20,0,0,1.0,2.0,160754.4,59601.35,45133.9,157.75,0,9095.65,0
1500,True,False,healing,guard,True,20,20,0,0,1.0,2.0,160754.4,59504.2,46765.05,157.75,0,9192.8,3.15
1500,True,False,healing,finishers,False,20,20,0,0,1.0,2.0,129485.75,5414.05,0,139.95,0,9569.1,0
1500,True,False,healing,finishers,True,20,20,0,0,1.0,2.0,129485.75,5414.05,0,139.95,0,9569.1,0.05
1500,True,False,healing,mixed,False,20,20,0,0,1.0,2.0,133835.15,42140.75,21221.35,194,0,12789.15,0
1500,True,False,healing,mixed,True,20,20,0,0,1.0,2.0,133835.15,42140.75,21221.35,191.1,0,12789.15,1
1500,True,False,healing,unpaired,False,20,19,1,0,0.95,5,147526.75,97669.25,54367.25,595.55,0,19178.6,0
1500,True,False,healing,unpaired,True,20,19,1,0,0.95,5,147526.75,97669.25,54367.25,595.55,0,19178.6,0
1500,True,True,healing,gods,False,20,16,4,0,0.8,1.0,116596.65,40456.1,7859.6,131,0,12848.05,0
1500,True,True,healing,gods,True,20,16,4,0,0.8,1.0,116596.65,40456.1,7859.6,131,0,12848.05,0
1500,True,True,healing,poison,False,20,19,1,0,0.95,2,138277.65,49900.6,31789.65,120.85,0,10022.2,0
1500,True,True,healing,poison,True,20,19,1,0,0.95,2,138021.75,49871.45,31409.55,120.5,0,10022.2,1.95
1500,True,True,healing,guard,False,20,20,0,0,1.0,2.0,128510.45,37707.65,15764.8,117.05,0,19109.9,0
1500,True,True,healing,guard,True,20,20,0,0,1.0,2.0,128510.45,37707.65,17512.85,117.05,0,19109.9,1.4
1500,True,True,healing,finishers,False,20,20,0,0,1.0,1.0,123660,3227.15,0,94.1,0,11485.4,0
1500,True,True,healing,finishers,True,20,20,0,0,1.0,1.0,123660,3227.15,0,94.1,0,11485.4,0.7
1500,True,True,healing,mixed,False,20,20,0,0,1.0,2.0,133452.25,27457.15,3755.05,165.05,0,16898.45,0
1500,True,True,healing,mixed,True,20,20,0,0,1.0,2.0,133452.25,27457.15,3755.05,165.05,0,16898.45,1
1500,True,True,healing,unpaired,False,20,20,0,0,1.0,4.0,157627.2,71722,49861.1,496.15,0,26196.05,0
1500,True,True,healing,unpaired,True,20,20,0,0,1.0,4.0,157627.2,71722,49861.1,496.15,0,26196.05,0
3000,False,False,healing,gods,False,20,2,18,0,0.1,1.0,65085.5,69873.8,1850.8,88.5,29,609.95,0
3000,False,False,healing,gods,True,20,2,18,0,0.1,1.0,65085.5,69873.8,1850.8,88.5,29,609.95,0
3000,False,False,healing,poison,False,20,1,19,0,0.05,3,50146.25,81019.8,16466.9,54.85,0,3168.25,0
3000,False,False,healing,poison,True,20,1,19,0,0.05,3,50064.35,81073.9,16536.45,54.85,0,3168.25,0.7
3000,False,False,healing,guard,False,20,20,0,0,1.0,2.0,208047.6,84879.25,58308.35,159.9,0,11261.35,0
3000,False,False,healing,guard,True,20,20,0,0,1.0,2.0,208047.6,84256.55,59304.15,159.75,0,11840.85,2.85
3000,False,False,healing,finishers,False,20,20,0,0,1.0,1.0,169535.2,9390.3,0,129.7,0,12981.15,0
3000,False,False,healing,finishers,True,20,20,0,0,1.0,1.0,169535.2,9390.3,0,129.7,0,12981.15,0.7
3000,False,False,healing,mixed,False,20,20,0,0,1.0,2.0,176549.55,57761.35,21910.35,186.75,0,16153.75,0
3000,False,False,healing,mixed,True,20,20,0,0,1.0,2.0,176423.6,57761.35,21126.3,182.45,0,15953.65,1
3000,False,False,healing,unpaired,False,20,18,2,0,0.9,4.5,194292.65,90396.1,19450.9,509.6,0,23795.75,0
3000,False,False,healing,unpaired,True,20,18,2,0,0.9,4.5,194292.65,90396.1,19450.9,509.6,0,23795.75,0
3000,False,True,healing,gods,False,20,3,17,0,0.15,1,89914.3,67995.9,1991.1,113.9,0,15175.85,0
3000,False,True,healing,gods,True,20,3,17,0,0.15,1,89914.3,67995.9,1991.1,113.9,0,15175.85,0
3000,False,True,healing,poison,False,20,3,17,0,0.15,2,100569.9,82165.15,21251.55,72.3,0,13646.25,0
3000,False,True,healing,poison,True,20,3,17,0,0.15,2,102329.8,82273.35,21021.45,73.75,0,13646.25,0.9
3000,False,True,healing,guard,False,20,20,0,0,1.0,2.0,168441.8,57304.95,21790.3,116,0,27012.85,0
3000,False,True,healing,guard,True,20,20,0,0,1.0,2.0,168441.8,57134.15,24172.5,116,0,27183.65,1.4
3000,False,True,healing,finishers,False,20,20,0,0,1.0,1.0,162033,5729.95,0,95.75,0,16261.8,0
3000,False,True,healing,finishers,True,20,20,0,0,1.0,1.0,162033,5729.95,0,95.75,0,16261.8,0.2
3000,False,True,healing,mixed,False,20,20,0,0,1.0,2.0,177492.3,44968.55,10123.2,150.05,0,21445.15,0
3000,False,True,healing,mixed,True,20,20,0,0,1.0,2.0,177492.3,44968.55,10123.2,148.55,0,21445.15,1
3000,False,True,healing,unpaired,False,20,20,0,0,1.0,4.0,199788.35,77553.9,23437.7,410.1,0,33828.85,0
3000,False,True,healing,unpaired,True,20,20,0,0,1.0,4.0,199788.35,77553.9,23437.7,410.1,0,33828.85,0
3000,True,False,healing,gods,False,20,15,5,0,0.75,1,161908,75465.15,10282.45,132.1,0,2351.75,0
3000,True,False,healing,gods,True,20,15,5,0,0.75,1,161908,75465.15,10282.45,132.1,0,2351.75,0
3000,True,False,healing,poison,False,20,10,10,0,0.5,3.0,183344.35,121206.15,65206.2,130.6,0,2148.55,0
3000,True,False,healing,poison,True,20,5,15,0,0.25,3,169931.4,125835.95,54938.45,115.7,0,2357.8,2.4
3000,True,False,healing,guard,False,20,20,0,0,1.0,2.0,244651.5,91986.25,71917.15,164.8,0,13854.3,0
3000,True,False,healing,guard,True,20,20,0,0,1.0,2.0,244651.5,91705.2,74162.45,164.8,0,14135.35,3.1
3000,True,False,healing,finishers,False,20,20,0,0,1.0,2.0,197811.8,8503.3,0,140.1,0,14557.8,0
3000,True,False,healing,finishers,True,20,20,0,0,1.0,2.0,197811.8,8503.3,0,140.1,0,14557.8,0
3000,True,False,healing,mixed,False,20,20,0,0,1.0,2.0,203947.8,64649.15,35497,198.9,0,19568.25,0
