対象ID,編成,種族ID,Lv,記録済試行数,勝利数,勝率%,平均R,例外
chapter:roam0_3:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1239,100,100,100,1,
chapter:roam0_3:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1239,100,100,100,1,
chapter:roam0_3:1,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1239,100,100,100,1,
chapter:roam0_4:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1617,100,100,100,1,
chapter:roam0_4:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1617,100,100,100,1,
chapter:roam0_4:3,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1617,100,100,100,1,
chapter:vault1:5,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4389,100,100,100,1.02,
chapter:vault1:5,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,4389,100,100,100,1.05,
chapter:vault1:5,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,4389,100,100,100,1,
chapter:roam1_3:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1652,100,100,100,1,
chapter:roam1_3:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1652,100,100,100,1.01,
chapter:roam1_3:1,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1652,100,100,100,1.05,
chapter:roam1_4:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2156,100,100,100,1,
chapter:roam1_4:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2156,100,100,100,1,
chapter:roam1_4:3,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,2156,100,100,100,1,
chapter:vault2:5,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,6270,100,100,100,1.06,
chapter:vault2:5,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,6270,100,100,100,1,
chapter:vault2:5,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,6270,100,100,100,1.04,
chapter:roam2_3:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2360,100,100,100,1,
chapter:roam2_3:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2360,100,100,100,1.01,
chapter:roam2_3:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2360,100,100,100,1.93,
chapter:roam2_4:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3080,100,100,100,1,
chapter:roam2_4:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,3080,100,100,100,1,
chapter:roam2_4:3,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,3080,100,100,100,1.04,
chapter:vault3:5,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,8778,100,100,100,2,
chapter:vault3:5,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,8778,100,100,100,2.02,
chapter:vault3:5,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,8778,100,100,100,2.01,
chapter:roam3_3:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,5664,100,100,100,2,
chapter:roam3_3:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,5664,100,100,100,2,
chapter:roam3_3:1,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,5664,100,100,100,2,
chapter:roam3_4:3,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,6622,100,100,100,1.09,
chapter:roam3_4:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,6622,100,100,100,2,
chapter:roam3_4:3,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,6622,100,100,100,1.99,
chapter:vault4:5,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,10000,100,100,100,2,
chapter:vault4:5,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,10000,100,100,100,2.62,
chapter:vault4:5,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,10000,100,100,100,2.02,
chapter:roam4_3:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,6136,100,100,100,2,
chapter:roam4_3:1,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,6136,100,100,100,2.08,
chapter:roam4_3:1,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,6136,100,100,100,1.38,
chapter:roam4_4:3,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,8316,100,100,100,1.06,
chapter:roam4_4:3,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,8316,100,100,100,2,
chapter:roam4_4:3,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,8316,100,100,100,2,
chapter:roam0_1_391:5,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1995,100,100,100,1,
chapter:roam0_1_391:5,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1995,100,100,100,1,
chapter:roam0_1_391:5,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1995,100,100,100,1,
chapter:roam4_4_391:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,6372,100,100,100,2,
chapter:roam4_4_391:1,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,6372,100,100,100,2.1,
chapter:roam4_4_391:1,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,6372,100,100,100,2,
chapter:roam1_3_392:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2156,100,100,100,1,
chapter:roam1_3_392:3,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,2156,100,100,100,1,
chapter:roam1_3_392:3,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,2156,100,100,100,1,
chapter:roam3_1_392:5,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,5320,100,100,100,1,
chapter:roam3_1_392:5,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,5320,100,100,100,1,
chapter:roam3_1_392:5,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,5320,100,100,100,1,
chapter:roam0_1_elite393:2,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1418,100,100,100,1,
chapter:roam0_1_elite393:2,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1418,100,100,100,1,
chapter:roam0_1_elite393:2,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1418,100,100,100,1,
chapter:roam1_1_elite393:1,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,2990,100,100,100,1,
chapter:roam1_1_elite393:1,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,2990,100,100,100,1.04,
chapter:roam1_1_elite393:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2990,100,100,100,2,
chapter:roam1_4_elite393:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2240,100,100,100,1,
chapter:roam1_4_elite393:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2240,100,100,100,1,
chapter:roam1_4_elite393:3,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2240,100,100,100,1,
chapter:roam2_4_elite393:2,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2700,100,100,100,1,
chapter:roam2_4_elite393:2,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2700,100,100,100,1.01,
chapter:roam2_4_elite393:2,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,2700,100,100,100,1,
chapter:roam3_4_elite393:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4945,100,100,100,1.01,
chapter:roam3_4_elite393:1,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,4945,100,100,100,1,
chapter:roam3_4_elite393:1,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,4945,100,100,100,1,
chapter:roam4_3_elite393:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,8320,100,100,100,2.08,
chapter:roam4_3_elite393:3,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,8320,100,100,100,2,
chapter:roam4_3_elite393:3,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,8320,100,100,100,2,
heroes:4,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,3000,100,100,100,8.45,
heroes:4,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,3000,100,100,100,5.71,
heroes:4,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,3000,100,100,100,6.66,
heroes:12,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,6500,100,99,99.0,7.62,
heroes:12,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,6500,100,100,100,6.4,
heroes:12,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,6500,100,100,100,6.41,
campaign:2:boss,癒しキノコ / 古殻要塞ガニ / 珊瑚蛇コラルナーガ / 星盤オオグソク,healing_mushroom / stapler_crab / reef_serpent / compass_beetle,60,100,100,100,4.83,
campaign:2:boss,水精 / ゴブリン兵 / 鬼火 / 刃カマキリ,water_spirit / goblin_guard / willowisp / mantis,60,100,94,94.0,6.91,
campaign:2:boss,水精 / 泥殻将グラブロス / 深淵壺イソギンチャク / 雷燐蛾ヴォルモルフォ,water_spirit / mud_crab / gluepot_mimic / spark_moth,60,100,94,94.0,9.81,
campaign:10:abyss_gluttony,霧海母ミストメドゥーサ / 根城兵ルートバスティオン / 焔妖狐イグナレナード / 極光鎌虫,mist_jelly / root_guard / ember_fox / aurora_mantis,300,100,100,100,7.27,
campaign:10:abyss_gluttony,幽光オバケクラゲ / 鉄角王ミノスフェルム / 冥哭霊ネクロシア / 炎冠獅レオイグニス,correction_ghost / iron_minotaur / wraith / flame_lion,300,100,100,100,6,
campaign:10:abyss_gluttony,葬列司祭ネクロビショップ / 魔紋巨兵ルーンゴリアス / 夢蝕獣モルフェイーター / 翡翠刃ジェイドリーパー,grave_bishop / rune_golem / dream_eater / jade_mantis,300,100,88,88.0,11.35,
campaign:18:boss,氷樹姫ニヴルドリアード / 海嘯幼竜リヴァイアス / 雷衣術師エレノア / 雷鳴不死鳥フェニクスヴォルト,frost_dryad / leviathan_spawn / volt_veil_arcanist / storm_phoenix,540,100,100,100,2.91,
campaign:18:boss,蒼歌姫セイレーネ / 薔薇葬騎ローゼンヴァイス / 機巧賢者クロノマギア / 深海龍ネレイド,tide_siren / rose_knight / clockwork_mage / chalkboard_dragon,540,100,100,100,3.03,
campaign:18:boss,日輪聖女ソラリア / 世界樹護王ユグドガルド / 深海サルパ百鬼夜行 / 冥淵死神アビスモルテ,sun_priestess / world_tree_guardian / pencilcase_parade / abyss_reaper,540,100,100,100,3.16,
campaign:26:boss,葬列司祭ネクロビショップ / 黒葬騎ディアブロス / 雷衣術師エレノア / 海魔騎クラーケンロード,grave_bishop / dark_knight / volt_veil_arcanist / kraken_knight,780,100,100,100,2.71,
campaign:26:boss,極光聖獣アウロラ / 地殻巨神テラコロッサス / 日輪賢獣ソルスフィンクス / 血月侯ヴラドノクス,aurora_unicorn / earth_colossus / solar_sphinx / blood_count,780,100,100,100,3.14,
campaign:26:boss,日輪聖女ソラリア / 金剛神機アダマント / 疫界竜ペスティドラ / 天颶鳥ガルーダテンペスト,sun_priestess / adamant_golem / plague_dragon / cyclone_garuda,780,100,100,100,2.96,
campaign:34:boss,神託梟オラクルノクス / 凍鏡騎士グラシエル / 天嵐蛇王テンペストナーガ / 終刻狼ラグナロク,oracle_owl / frozen_mirror_knight / tempest_serpent / ragnarok_wolf,1020,100,100,100,1,
campaign:34:boss,日輪聖女ソラリア / 地殻巨神テラコロッサス / 氷界女帝グラシエラ / 星辰機神アステリオン,sun_priestess / earth_colossus / glacier_queen / star_automaton,1020,100,100,100,1.01,
campaign:34:boss,氷樹姫ニヴルドリアード / 金剛神機アダマント / 日輪賢獣ソルスフィンクス / 戦慄騎ケンタウロス,frost_dryad / adamant_golem / solar_sphinx / dread_centaur,1020,100,100,100,1.02,
campaign:42:boss,刻律機クロノギア / 凍鏡騎士グラシエル / 海皇姫ネレイディア / 蝕界竜エクリプシア,time_keeper / frozen_mirror_knight / sea_empress / eclipse_dragon,1260,100,100,100,1,
campaign:42:boss,熾天聖セラフィエル / 天穹鯨セレスティア / 冥毒九頭竜ヒュドラ / 雷霆麒麟ヴァジュラン,seraphim / celestial_whale / abyssal_hydra / thunder_kirin,1260,100,100,100,1,
campaign:42:boss,神託梟オラクルノクス / 地殻巨神テラコロッサス / 天嵐蛇王テンペストナーガ / 魔皇ディアボロス,oracle_owl / earth_colossus / tempest_serpent / demon_lord,1260,100,100,100,1,
campaign:50:abyss_greed,天翔聖馬ペガシエル / 雷装機神デウスマキナ / 嵐海覇竜リヴァイオン / 冥府皇ハデスノクス,celestial_pegasus / mechanical_deity / storm_leviathan / underworld_king,1500,100,100,100,1.04,
campaign:50:abyss_greed,刻律機クロノギア / 翠嶺巨獣ベヒモルド / 蠱毒女帝ヴェネフィカ / 氷獄狼フェンリシア,time_keeper / emerald_behemoth / poison_queen / frost_fenrir,1500,100,100,100,1.15,
campaign:50:abyss_greed,熾天聖セラフィエル / 凍鏡騎士グラシエル / 海皇姫ネレイディア / 蝕界竜エクリプシア,seraphim / frozen_mirror_knight / sea_empress / eclipse_dragon,1500,100,100,100,1.04,
campaign:58:boss,天翔聖馬ペガシエル / 玄天聖亀ゲンブロス / 晶界女帝クリスタリア / 血月戦姫ヴァルブラッド,celestial_pegasus / sacred_turtle / crystal_empress / blood_valkyrie,1740,100,100,100,1,
campaign:58:boss,刻律機クロノギア / 黒曜巨神オブシディア / 夢幻竜モルフェドラ / 混沌獣キメラカオス,time_keeper / obsidian_titan / dream_dragon / chaos_chimera,1740,100,100,100,1,
campaign:58:boss,熾天聖セラフィエル / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 日輪神鳥ソルガルーダ,seraphim / mechanical_deity / moon_rabbit_sage / sun_garuda,1740,100,100,100,1,
campaign:66:boss,森羅王ケルヌンノス / 玄天聖亀ゲンブロス / ベチー / 極粘神オメガメルム,forest_cernunnos / sacred_turtle / bechi / omega_slime,1980,100,100,100,1,
campaign:66:boss,天翔聖馬ペガシエル / 黒曜巨神オブシディア / 星界賢王アストラスフィンクス / 雷冠竜ヴォルトレクス,celestial_pegasus / obsidian_titan / astral_sphinx / thunder_crown_dragon,1980,100,100,100,1,
campaign:66:boss,刻律機クロノギア / 雷装機神デウスマキナ / 晶界女帝クリスタリア / 太古竜エルドラグーン,time_keeper / mechanical_deity / crystal_empress / ancient_dragon,1980,100,100,100,1,
campaign:74:boss,原初不死鳥フェニクシア / 獣界覇王ベヒモルク / 虚無皇ヴォイドレクス / 神滅機アーク・ノア,primordial_phoenix / king_behemoth / void_emperor / god_machine_ark,2220,100,100,100,1.01,
campaign:74:boss,森羅王ケルヌンノス / 玄天聖亀ゲンブロス / 冥海竜皇リヴァイアサン / 黙示滅竜アポカリオン,forest_cernunnos / sacred_turtle / abyssal_leviathan / apocalypse_dragon,2220,100,100,100,1.01,
campaign:74:boss,天翔聖馬ペガシエル / 黒曜巨神オブシディア / ベチー / 天壊竜帝バハムート,celestial_pegasus / obsidian_titan / bechi / bahamut,2220,100,100,100,1.01,
campaign:80:ten_life,原初不死鳥フェニクシア / 創世巨神ジェネゴリア / 堕天熾使アザリエル / 混沌魔皇カオスディア,primordial_phoenix / genesis_golem / fallen_seraph / chaos_king,2400,100,100,100,1.02,
campaign:80:ten_life,森羅王ケルヌンノス / 終環蛇ヨルムンガルド / 虚無皇ヴォイドレクス / 永劫戦姫エタルキア,forest_cernunnos / world_serpent / void_emperor / eternal_valkyrie,2400,100,100,100,1.15,
campaign:80:ten_life,天翔聖馬ペガシエル / 獣界覇王ベヒモルク / 冥海竜皇リヴァイアサン / 神滅機アーク・ノア,celestial_pegasus / king_behemoth / abyssal_leviathan / god_machine_ark,2400,100,100,100,2.71,
campaign:88:boss,原初不死鳥フェニクシア / 黒曜竜ヴァルグリム / 氷界皇ニヴルシア / 星葬姫ルミナリア,primordial_phoenix / earth_sovereign / frost_sovereign / storm_sovereign,2640,100,100,100,1,
campaign:88:boss,森羅王ケルヌンノス / 創世巨神ジェネゴリア / 無窮九頭竜インフィニドラ / 天帝麒麟セイラン,forest_cernunnos / genesis_golem / infinite_hydra / celestial_kirin,2640,100,100,100,1,
campaign:88:boss,天翔聖馬ペガシエル / 終環蛇ヨルムンガルド / 堕天熾使アザリエル / 死界覇王モルディウス,celestial_pegasus / world_serpent / fallen_seraph / death_lord,2640,100,100,100,1,
campaign:94:boss,夢妖精ルミエラ / 天雷獅子レグルス / 深淵海姫セイレーネ / 星葬姫ルミナリア,fate_weaver / space_whale / time_dragon / storm_sovereign,2820,100,100,100,1,
campaign:94:boss,月蝕狼ルナファング / 黒曜竜ヴァルグリム / 機神アークノヴァ / 天帝麒麟セイラン,light_sovereign / earth_sovereign / dark_sovereign / celestial_kirin,2820,100,100,100,1,
campaign:94:boss,原初不死鳥フェニクシア / 創世巨神ジェネゴリア / 氷界皇ニヴルシア / 死界覇王モルディウス,primordial_phoenix / genesis_golem / frost_sovereign / death_lord,2820,100,100,100,1,
campaign:100:ten_end,夢妖精ルミエラ / 暁剣姫アウレリア / 灰燼鬼カグラ / 虚無鯨アビサリス,fate_weaver / abyss_gatekeeper / nightmare_empress / crownless_hero,3000,100,100,100,1.02,
campaign:100:ten_end,月蝕狼ルナファング / 天雷獅子レグルス / 翠嵐グリフォン / 星葬姫ルミナリア,light_sovereign / space_whale / dream_emperor / storm_sovereign,3000,100,100,100,1.03,
campaign:100:ten_end,原初不死鳥フェニクシア / 黒曜竜ヴァルグリム / 深淵海姫セイレーネ / 天帝麒麟セイラン,primordial_phoenix / earth_sovereign / time_dragon / celestial_kirin,3000,100,100,100,1.11,
rematch:floor-boss-70,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,70,100,100,100,1.93,
rematch:floor-boss-70,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,70,100,100,100,1.52,
rematch:floor-boss-70,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,70,100,100,100,2.03,
rematch:floor-boss-160,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,160,100,100,100,2,
rematch:floor-boss-160,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,160,100,100,100,2.15,
rematch:floor-boss-160,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,160,100,100,100,2,
rematch:floor-boss-250,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,250,100,100,100,2.36,
rematch:floor-boss-250,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,250,100,100,100,2.66,
rematch:floor-boss-250,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,250,100,100,100,2.05,
rematch:floor-boss-340,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,340,100,100,100,2.06,
rematch:floor-boss-340,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,340,100,100,100,2.24,
