"対象ID","編成ID","キャラ","種族ID","Lv","スキル1","スキル2","スキル3","スキル4","スキルID"
"rematch:floor-boss-980","4","【薔薇】ノクテル","ch2_noctelle","980","黒薔薇・断罪の棘","黒棘の簒奪","萎れる加護","夜薔薇の外套","ch2_noctelle__thorn / ch2_noctelle__pierce / ch2_noctelle__wither / ch2_noctelle__veil"
"rematch:floor-boss-980","4","【薔薇】オーリアン","ch2_auriane","980","枯れぬ白薔薇","暁の祈り","白薔薇・鎧ほどく光","薔薇園の聖壁","ch2_auriane__bloom / ch2_auriane__prayer / ch2_auriane__petal / ch2_auriane__haven"
"rematch:floor-boss-980","8","【返誓】ロスティア","ch2_rostia","980","誓盾の押し返し","黒盾・不退の城壁","帰還を待つ誓い","黒冠の祓い","ch2_rostia__rebuke / ch2_rostia__bastion / ch2_rostia__vow / ch2_rostia__clean"
"rematch:floor-boss-980","8","【返誓】アルテア","ch2_althea","980","返誓・紅剣一閃","偽りの誓い断ち","紅冠の剣雨","帰還の決意","ch2_althea__return / ch2_althea__sunder / ch2_althea__sweep / ch2_althea__resolve"
"rematch:floor-boss-980","8","【星刻】エイレーネ","ch2_eirene","980","失秒の星刃","凍星の封書","蒼刻・止まる秒針","蒼砂の再構成","ch2_eirene__rewind / ch2_eirene__silence / ch2_eirene__still / ch2_eirene__hourglass"
"rematch:floor-boss-980","8","【星刻】イリデル","ch2_iridelle","980","未明を拓く星剣","緋刻・裂ける時環","双刻の星環","未来への解呪","ch2_iridelle__future / ch2_iridelle__advance / ch2_iridelle__orbit / ch2_iridelle__dawn"
"rematch:floor-boss-990","6","【月狐】カグラ","ch2_kagura","990","緋月一閃","紅月の狐火刃","紅蓮の剣舞","姉狐の誓い","ch2_kagura__crescent / ch2_kagura__flame / ch2_kagura__dance / ch2_kagura__oath"
"rematch:floor-boss-990","6","【月狐】サヨ","ch2_sayo","990","宵待ちの舞","月露の禊","月下の双扇","蒼月の追い風","ch2_sayo__moon / ch2_sayo__purify / ch2_sayo__fans / ch2_sayo__wind"
"rematch:floor-boss-990","6","【双鐘】フェルネ","ch2_ferne","990","静寂を破る返響","宵鐘・鎮めの槌","黒鐘楼の守り","宵の弔鐘","ch2_ferne__echo / ch2_ferne__toll / ch2_ferne__belfry / ch2_ferne__vespers"
"rematch:floor-boss-990","6","【双鐘】クラリス","ch2_clarisse","990","青晶の審鐘","暁鐘・偽りの加護崩し","夜明けの祝鐘","澄鐘の赦し","ch2_clarisse__chime / ch2_clarisse__dawn / ch2_clarisse__benison / ch2_clarisse__absolve"
"rematch:floor-boss-990","0","【鏡侍女】リュネ","ch2_ryune","990","蒼鏡剣","鏡面の霜刃","湖鏡の庇護","曇りなき鏡","ch2_ryune__edge / ch2_ryune__frost / ch2_ryune__mirror / ch2_ryune__polish"
"rematch:floor-boss-990","0","【鏡侍女】ロゼ","ch2_rose","990","紅鏡砕き","薔薇の円舞","妹の強がり","紅鏡の号令","ch2_rose__shatter / ch2_rose__sweep / ch2_rose__courage / ch2_rose__chime"
"rematch:floor-boss-990","0","【聖翼】アウレ","ch2_aure","990","太陽剣・払暁","金羽の剣雨","暁の誓い","暁翼の祝福","ch2_aure__sun / ch2_aure__feather / ch2_aure__oath / ch2_aure__dawn"
"rematch:floor-boss-990","0","【聖翼】ノエル","ch2_noelle","990","月冠の光条","白翼の結界","宵の聖歌","星屑の洗礼","ch2_noelle__moon / ch2_noelle__wing / ch2_noelle__vesper / ch2_noelle__stars"
"rematch:floor-boss-990","3","【霊符】シオン","ch2_shion","990","冥路の紅扇","加護ほどき","幽符・閉命","冥衣の護符","ch2_shion__fan / ch2_shion__unseal / ch2_shion__seal / ch2_shion__robe"
"rematch:floor-boss-990","3","【霊符】スイレン","ch2_suiren","990","霊灯の子守歌","還魂の小鈴","蒼鈴の残響","清鈴の響き","ch2_suiren__lullaby / ch2_suiren__bell / ch2_suiren__frost / ch2_suiren__wash"
"rematch:floor-boss-990","3","【日月】ルナリア","ch2_lunaria","990","欠月の追輪","月冥・欠けゆく夜","月蝕の魔力封じ","黒月の羽衣","ch2_lunaria__crescent / ch2_lunaria__waning / ch2_lunaria__eclipse / ch2_lunaria__mantle"
"rematch:floor-boss-990","3","【日月】ソラリア","ch2_solaria","990","白昼の天光","日輪・朝焼けの裁き","日輪の天蓋","巡る朝の祝福","ch2_solaria__zenith / ch2_solaria__sunrise / ch2_solaria__corona / ch2_solaria__renewal"
"corridor:1","0","【鏡侍女】リュネ","ch2_ryune","10","蒼鏡剣","鏡面の霜刃","湖鏡の庇護","曇りなき鏡","ch2_ryune__edge / ch2_ryune__frost / ch2_ryune__mirror / ch2_ryune__polish"
"corridor:1","0","【鏡侍女】ロゼ","ch2_rose","10","紅鏡砕き","薔薇の円舞","妹の強がり","紅鏡の号令","ch2_rose__shatter / ch2_rose__sweep / ch2_rose__courage / ch2_rose__chime"
"corridor:1","0","【聖翼】アウレ","ch2_aure","10","太陽剣・払暁","金羽の剣雨","暁の誓い","暁翼の祝福","ch2_aure__sun / ch2_aure__feather / ch2_aure__oath / ch2_aure__dawn"
"corridor:1","0","【聖翼】ノエル","ch2_noelle","10","月冠の光条","白翼の結界","宵の聖歌","星屑の洗礼","ch2_noelle__moon / ch2_noelle__wing / ch2_noelle__vesper / ch2_noelle__stars"
"corridor:1","1","【双雷】カリスタ","ch2_calista","10","蒼穹を貫く槍","蒼雷・鎧穿ち","雷槍の散華","蒼雷の纏装","ch2_calista__bolt / ch2_calista__pierce / ch2_calista__storm / ch2_calista__charge"
"corridor:1","1","【双雷】ソレーヌ","ch2_solenne","10","雷盾の押し返し","金雷・避雷の聖盾","黄金の帰雷","雷鳴の祓い","ch2_solenne__ground / ch2_solenne__aegis / ch2_solenne__grace / ch2_solenne__clear"
"corridor:1","1","【薬毒】ミレア","ch2_mirea","10","翠薬の調合","白百合の解毒","薬毒の抽出","翠晶の薬瓶","ch2_mirea__elixir / ch2_mirea__antidote / ch2_mirea__extract / ch2_mirea__bottle"
"corridor:1","1","【薬毒】ヴィオラ","ch2_viola","10","夜花の濃縮","毒花の花粉","癒し枯らし","紫花のヴェール","ch2_viola__distill / ch2_viola__pollen / ch2_viola__wilt / ch2_viola__petal"
"corridor:1","2","【硝子】セリア","ch2_seria","10","蒼白のアリア","氷硝の前奏","氷硝の響壁","静音の小節","ch2_seria__aria / ch2_seria__note / ch2_seria__glass / ch2_seria__rest"
"corridor:1","2","【硝子】カルミア","ch2_carmia","10","緋色のフォルテ","加護砕きの弦","紅硝の調弦","終止の守奏","ch2_carmia__forte / ch2_carmia__break / ch2_carmia__string / ch2_carmia__cadence"
"corridor:1","2","封書の小剣姫ルメア","ch2_lumea","10","返書の祝福","封蝋をほどく剣","風筆の追い書き","封書・霞の一筆","ch2_lumea__reply / ch2_lumea__seal / ch2_lumea__quill / ch2_lumea__letter"
"corridor:1","2","夜灯の従騎フィオラ","ch2_fiora","10","夜道の一閃","灯蛾の牽制","従騎の小さな盾","迷い照らす夜灯","ch2_fiora__path / ch2_fiora__moth / ch2_fiora__guard / ch2_fiora__lamp"
"corridor:2","3","【霊符】シオン","ch2_shion","20","冥路の紅扇","加護ほどき","幽符・閉命","冥衣の護符","ch2_shion__fan / ch2_shion__unseal / ch2_shion__seal / ch2_shion__robe"
"corridor:2","3","【霊符】スイレン","ch2_suiren","20","霊灯の子守歌","還魂の小鈴","蒼鈴の残響","清鈴の響き","ch2_suiren__lullaby / ch2_suiren__bell / ch2_suiren__frost / ch2_suiren__wash"
"corridor:2","3","【日月】ルナリア","ch2_lunaria","20","欠月の追輪","月冥・欠けゆく夜","月蝕の魔力封じ","黒月の羽衣","ch2_lunaria__crescent / ch2_lunaria__waning / ch2_lunaria__eclipse / ch2_lunaria__mantle"
"corridor:2","3","【日月】ソラリア","ch2_solaria","20","白昼の天光","日輪・朝焼けの裁き","日輪の天蓋","巡る朝の祝福","ch2_solaria__zenith / ch2_solaria__sunrise / ch2_solaria__corona / ch2_solaria__renewal"
"corridor:2","1","【双雷】カリスタ","ch2_calista","20","蒼穹を貫く槍","蒼雷・鎧穿ち","雷槍の散華","蒼雷の纏装","ch2_calista__bolt / ch2_calista__pierce / ch2_calista__storm / ch2_calista__charge"
"corridor:2","1","【双雷】ソレーヌ","ch2_solenne","20","雷盾の押し返し","金雷・避雷の聖盾","黄金の帰雷","雷鳴の祓い","ch2_solenne__ground / ch2_solenne__aegis / ch2_solenne__grace / ch2_solenne__clear"
"corridor:2","1","【薬毒】ミレア","ch2_mirea","20","翠薬の調合","白百合の解毒","薬毒の抽出","翠晶の薬瓶","ch2_mirea__elixir / ch2_mirea__antidote / ch2_mirea__extract / ch2_mirea__bottle"
"corridor:2","1","【薬毒】ヴィオラ","ch2_viola","20","夜花の濃縮","毒花の花粉","癒し枯らし","紫花のヴェール","ch2_viola__distill / ch2_viola__pollen / ch2_viola__wilt / ch2_viola__petal"
"corridor:2","0","【鏡侍女】リュネ","ch2_ryune","20","蒼鏡剣","鏡面の霜刃","湖鏡の庇護","曇りなき鏡","ch2_ryune__edge / ch2_ryune__frost / ch2_ryune__mirror / ch2_ryune__polish"
"corridor:2","0","【鏡侍女】ロゼ","ch2_rose","20","紅鏡砕き","薔薇の円舞","妹の強がり","紅鏡の号令","ch2_rose__shatter / ch2_rose__sweep / ch2_rose__courage / ch2_rose__chime"
"corridor:2","0","【聖翼】アウレ","ch2_aure","20","太陽剣・払暁","金羽の剣雨","暁の誓い","暁翼の祝福","ch2_aure__sun / ch2_aure__feather / ch2_aure__oath / ch2_aure__dawn"
"corridor:2","0","【聖翼】ノエル","ch2_noelle","20","月冠の光条","白翼の結界","宵の聖歌","星屑の洗礼","ch2_noelle__moon / ch2_noelle__wing / ch2_noelle__vesper / ch2_noelle__stars"
"corridor:3","0","【鏡侍女】リュネ","ch2_ryune","30","蒼鏡剣","鏡面の霜刃","湖鏡の庇護","曇りなき鏡","ch2_ryune__edge / ch2_ryune__frost / ch2_ryune__mirror / ch2_ryune__polish"
"corridor:3","0","【鏡侍女】ロゼ","ch2_rose","30","紅鏡砕き","薔薇の円舞","妹の強がり","紅鏡の号令","ch2_rose__shatter / ch2_rose__sweep / ch2_rose__courage / ch2_rose__chime"
"corridor:3","0","【聖翼】アウレ","ch2_aure","30","太陽剣・払暁","金羽の剣雨","暁の誓い","暁翼の祝福","ch2_aure__sun / ch2_aure__feather / ch2_aure__oath / ch2_aure__dawn"
"corridor:3","0","【聖翼】ノエル","ch2_noelle","30","月冠の光条","白翼の結界","宵の聖歌","星屑の洗礼","ch2_noelle__moon / ch2_noelle__wing / ch2_noelle__vesper / ch2_noelle__stars"
"corridor:3","1","【双雷】カリスタ","ch2_calista","30","蒼穹を貫く槍","蒼雷・鎧穿ち","雷槍の散華","蒼雷の纏装","ch2_calista__bolt / ch2_calista__pierce / ch2_calista__storm / ch2_calista__charge"
"corridor:3","1","【双雷】ソレーヌ","ch2_solenne","30","雷盾の押し返し","金雷・避雷の聖盾","黄金の帰雷","雷鳴の祓い","ch2_solenne__ground / ch2_solenne__aegis / ch2_solenne__grace / ch2_solenne__clear"
"corridor:3","1","【薬毒】ミレア","ch2_mirea","30","翠薬の調合","白百合の解毒","薬毒の抽出","翠晶の薬瓶","ch2_mirea__elixir / ch2_mirea__antidote / ch2_mirea__extract / ch2_mirea__bottle"
"corridor:3","1","【薬毒】ヴィオラ","ch2_viola","30","夜花の濃縮","毒花の花粉","癒し枯らし","紫花のヴェール","ch2_viola__distill / ch2_viola__pollen / ch2_viola__wilt / ch2_viola__petal"
"corridor:3","3","【霊符】シオン","ch2_shion","30","冥路の紅扇","加護ほどき","幽符・閉命","冥衣の護符","ch2_shion__fan / ch2_shion__unseal / ch2_shion__seal / ch2_shion__robe"
"corridor:3","3","【霊符】スイレン","ch2_suiren","30","霊灯の子守歌","還魂の小鈴","蒼鈴の残響","清鈴の響き","ch2_suiren__lullaby / ch2_suiren__bell / ch2_suiren__frost / ch2_suiren__wash"
"corridor:3","3","【日月】ルナリア","ch2_lunaria","30","欠月の追輪","月冥・欠けゆく夜","月蝕の魔力封じ","黒月の羽衣","ch2_lunaria__crescent / ch2_lunaria__waning / ch2_lunaria__eclipse / ch2_lunaria__mantle"
"corridor:3","3","【日月】ソラリア","ch2_solaria","30","白昼の天光","日輪・朝焼けの裁き","日輪の天蓋","巡る朝の祝福","ch2_solaria__zenith / ch2_solaria__sunrise / ch2_solaria__corona / ch2_solaria__renewal"
"corridor:4","4","【封鍵】メリオラ","ch2_meliora","40","冥鍵・錠断の剣","偽冠の切断","冥門の開刃","魂鎖の封緘","ch2_meliora__unlock / ch2_meliora__false / ch2_meliora__gate / ch2_meliora__lock"
"corridor:4","4","【封鍵】エリゼル","ch2_elyselle","40","聖鍵・静謐の勅令","白門の聖域","記憶を継ぐ祈り","聖鍵の解呪","ch2_elyselle__edict / ch2_elyselle__sanctum / ch2_elyselle__restore / ch2_elyselle__release"
"corridor:4","4","【薔薇】ノクテル","ch2_noctelle","40","黒薔薇・断罪の棘","黒棘の簒奪","萎れる加護","夜薔薇の外套","ch2_noctelle__thorn / ch2_noctelle__pierce / ch2_noctelle__wither / ch2_noctelle__veil"
"corridor:4","4","【薔薇】オーリアン","ch2_auriane","40","枯れぬ白薔薇","暁の祈り","白薔薇・鎧ほどく光","薔薇園の聖壁","ch2_auriane__bloom / ch2_auriane__prayer / ch2_auriane__petal / ch2_auriane__haven"
"corridor:4","6","【月狐】カグラ","ch2_kagura","40","緋月一閃","紅月の狐火刃","紅蓮の剣舞","姉狐の誓い","ch2_kagura__crescent / ch2_kagura__flame / ch2_kagura__dance / ch2_kagura__oath"
"corridor:4","6","【月狐】サヨ","ch2_sayo","40","宵待ちの舞","月露の禊","月下の双扇","蒼月の追い風","ch2_sayo__moon / ch2_sayo__purify / ch2_sayo__fans / ch2_sayo__wind"
"corridor:4","6","【双鐘】フェルネ","ch2_ferne","40","静寂を破る返響","宵鐘・鎮めの槌","黒鐘楼の守り","宵の弔鐘","ch2_ferne__echo / ch2_ferne__toll / ch2_ferne__belfry / ch2_ferne__vespers"
"corridor:4","6","【双鐘】クラリス","ch2_clarisse","40","青晶の審鐘","暁鐘・偽りの加護崩し","夜明けの祝鐘","澄鐘の赦し","ch2_clarisse__chime / ch2_clarisse__dawn / ch2_clarisse__benison / ch2_clarisse__absolve"
"corridor:4","3","【霊符】シオン","ch2_shion","40","冥路の紅扇","加護ほどき","幽符・閉命","冥衣の護符","ch2_shion__fan / ch2_shion__unseal / ch2_shion__seal / ch2_shion__robe"
"corridor:4","3","【霊符】スイレン","ch2_suiren","40","霊灯の子守歌","還魂の小鈴","蒼鈴の残響","清鈴の響き","ch2_suiren__lullaby / ch2_suiren__bell / ch2_suiren__frost / ch2_suiren__wash"
"corridor:4","3","【日月】ルナリア","ch2_lunaria","40","欠月の追輪","月冥・欠けゆく夜","月蝕の魔力封じ","黒月の羽衣","ch2_lunaria__crescent / ch2_lunaria__waning / ch2_lunaria__eclipse / ch2_lunaria__mantle"
"corridor:4","3","【日月】ソラリア","ch2_solaria","40","白昼の天光","日輪・朝焼けの裁き","日輪の天蓋","巡る朝の祝福","ch2_solaria__zenith / ch2_solaria__sunrise / ch2_solaria__corona / ch2_solaria__renewal"
"corridor:5","4","【封鍵】メリオラ","ch2_meliora","50","冥鍵・錠断の剣","偽冠の切断","冥門の開刃","魂鎖の封緘","ch2_meliora__unlock / ch2_meliora__false / ch2_meliora__gate / ch2_meliora__lock"
"corridor:5","4","【封鍵】エリゼル","ch2_elyselle","50","聖鍵・静謐の勅令","白門の聖域","記憶を継ぐ祈り","聖鍵の解呪","ch2_elyselle__edict / ch2_elyselle__sanctum / ch2_elyselle__restore / ch2_elyselle__release"
"corridor:5","4","【薔薇】ノクテル","ch2_noctelle","50","黒薔薇・断罪の棘","黒棘の簒奪","萎れる加護","夜薔薇の外套","ch2_noctelle__thorn / ch2_noctelle__pierce / ch2_noctelle__wither / ch2_noctelle__veil"
"corridor:5","4","【薔薇】オーリアン","ch2_auriane","50","枯れぬ白薔薇","暁の祈り","白薔薇・鎧ほどく光","薔薇園の聖壁","ch2_auriane__bloom / ch2_auriane__prayer / ch2_auriane__petal / ch2_auriane__haven"
"corridor:5","3","【霊符】シオン","ch2_shion","50","冥路の紅扇","加護ほどき","幽符・閉命","冥衣の護符","ch2_shion__fan / ch2_shion__unseal / ch2_shion__seal / ch2_shion__robe"
"corridor:5","3","【霊符】スイレン","ch2_suiren","50","霊灯の子守歌","還魂の小鈴","蒼鈴の残響","清鈴の響き","ch2_suiren__lullaby / ch2_suiren__bell / ch2_suiren__frost / ch2_suiren__wash"
"corridor:5","3","【日月】ルナリア","ch2_lunaria","50","欠月の追輪","月冥・欠けゆく夜","月蝕の魔力封じ","黒月の羽衣","ch2_lunaria__crescent / ch2_lunaria__waning / ch2_lunaria__eclipse / ch2_lunaria__mantle"
"corridor:5","3","【日月】ソラリア","ch2_solaria","50","白昼の天光","日輪・朝焼けの裁き","日輪の天蓋","巡る朝の祝福","ch2_solaria__zenith / ch2_solaria__sunrise / ch2_solaria__corona / ch2_solaria__renewal"
"corridor:5","0","【鏡侍女】リュネ","ch2_ryune","50","蒼鏡剣","鏡面の霜刃","湖鏡の庇護","曇りなき鏡","ch2_ryune__edge / ch2_ryune__frost / ch2_ryune__mirror / ch2_ryune__polish"
"corridor:5","0","【鏡侍女】ロゼ","ch2_rose","50","紅鏡砕き","薔薇の円舞","妹の強がり","紅鏡の号令","ch2_rose__shatter / ch2_rose__sweep / ch2_rose__courage / ch2_rose__chime"
"corridor:5","0","【聖翼】アウレ","ch2_aure","50","太陽剣・払暁","金羽の剣雨","暁の誓い","暁翼の祝福","ch2_aure__sun / ch2_aure__feather / ch2_aure__oath / ch2_aure__dawn"
"corridor:5","0","【聖翼】ノエル","ch2_noelle","50","月冠の光条","白翼の結界","宵の聖歌","星屑の洗礼","ch2_noelle__moon / ch2_noelle__wing / ch2_noelle__vesper / ch2_noelle__stars"
"corridor:6","0","【鏡侍女】リュネ","ch2_ryune","60","蒼鏡剣","鏡面の霜刃","湖鏡の庇護","曇りなき鏡","ch2_ryune__edge / ch2_ryune__frost / ch2_ryune__mirror / ch2_ryune__polish"
"corridor:6","0","【鏡侍女】ロゼ","ch2_rose","60","紅鏡砕き","薔薇の円舞","妹の強がり","紅鏡の号令","ch2_rose__shatter / ch2_rose__sweep / ch2_rose__courage / ch2_rose__chime"
"corridor:6","0","【聖翼】アウレ","ch2_aure","60","太陽剣・払暁","金羽の剣雨","暁の誓い","暁翼の祝福","ch2_aure__sun / ch2_aure__feather / ch2_aure__oath / ch2_aure__dawn"
"corridor:6","0","【聖翼】ノエル","ch2_noelle","60","月冠の光条","白翼の結界","宵の聖歌","星屑の洗礼","ch2_noelle__moon / ch2_noelle__wing / ch2_noelle__vesper / ch2_noelle__stars"
"corridor:6","3","【霊符】シオン","ch2_shion","60","冥路の紅扇","加護ほどき","幽符・閉命","冥衣の護符","ch2_shion__fan / ch2_shion__unseal / ch2_shion__seal / ch2_shion__robe"
"corridor:6","3","【霊符】スイレン","ch2_suiren","60","霊灯の子守歌","還魂の小鈴","蒼鈴の残響","清鈴の響き","ch2_suiren__lullaby / ch2_suiren__bell / ch2_suiren__frost / ch2_suiren__wash"
"corridor:6","3","【日月】ルナリア","ch2_lunaria","60","欠月の追輪","月冥・欠けゆく夜","月蝕の魔力封じ","黒月の羽衣","ch2_lunaria__crescent / ch2_lunaria__waning / ch2_lunaria__eclipse / ch2_lunaria__mantle"
"corridor:6","3","【日月】ソラリア","ch2_solaria","60","白昼の天光","日輪・朝焼けの裁き","日輪の天蓋","巡る朝の祝福","ch2_solaria__zenith / ch2_solaria__sunrise / ch2_solaria__corona / ch2_solaria__renewal"
"corridor:6","1","【双雷】カリスタ","ch2_calista","60","蒼穹を貫く槍","蒼雷・鎧穿ち","雷槍の散華","蒼雷の纏装","ch2_calista__bolt / ch2_calista__pierce / ch2_calista__storm / ch2_calista__charge"
"corridor:6","1","【双雷】ソレーヌ","ch2_solenne","60","雷盾の押し返し","金雷・避雷の聖盾","黄金の帰雷","雷鳴の祓い","ch2_solenne__ground / ch2_solenne__aegis / ch2_solenne__grace / ch2_solenne__clear"
"corridor:6","1","【薬毒】ミレア","ch2_mirea","60","翠薬の調合","白百合の解毒","薬毒の抽出","翠晶の薬瓶","ch2_mirea__elixir / ch2_mirea__antidote / ch2_mirea__extract / ch2_mirea__bottle"
"corridor:6","1","【薬毒】ヴィオラ","ch2_viola","60","夜花の濃縮","毒花の花粉","癒し枯らし","紫花のヴェール","ch2_viola__distill / ch2_viola__pollen / ch2_viola__wilt / ch2_viola__petal"
"corridor:7","4","【封鍵】メリオラ","ch2_meliora","70","冥鍵・錠断の剣","偽冠の切断","冥門の開刃","魂鎖の封緘","ch2_meliora__unlock / ch2_meliora__false / ch2_meliora__gate / ch2_meliora__lock"
"corridor:7","4","【封鍵】エリゼル","ch2_elyselle","70","聖鍵・静謐の勅令","白門の聖域","記憶を継ぐ祈り","聖鍵の解呪","ch2_elyselle__edict / ch2_elyselle__sanctum / ch2_elyselle__restore / ch2_elyselle__release"
"corridor:7","4","【薔薇】ノクテル","ch2_noctelle","70","黒薔薇・断罪の棘","黒棘の簒奪","萎れる加護","夜薔薇の外套","ch2_noctelle__thorn / ch2_noctelle__pierce / ch2_noctelle__wither / ch2_noctelle__veil"
"corridor:7","4","【薔薇】オーリアン","ch2_auriane","70","枯れぬ白薔薇","暁の祈り","白薔薇・鎧ほどく光","薔薇園の聖壁","ch2_auriane__bloom / ch2_auriane__prayer / ch2_auriane__petal / ch2_auriane__haven"
"corridor:7","11","【剣姫】ネメシア","ch2_nemesia","70","黒頁の終剣","夜に閉ざす挽歌","夜冠・記録の断章","最後の頁を護る者","ch2_nemesia__sever / ch2_nemesia__elegy / ch2_nemesia__night / ch2_nemesia__resolve"
"corridor:7","11","【剣姫】エヴェリア","ch2_everia","70","白頁に刻む聖剣","暁冠・未来の一閃","続いてゆく朝の約束","白紙からの再記録","ch2_everia__future / ch2_everia__dawn / ch2_everia__promise / ch2_everia__rewrite"
"corridor:7","11","【双鐘】フェルネ","ch2_ferne","70","静寂を破る返響","宵鐘・鎮めの槌","黒鐘楼の守り","宵の弔鐘","ch2_ferne__echo / ch2_ferne__toll / ch2_ferne__belfry / ch2_ferne__vespers"
"corridor:7","11","【双鐘】クラリス","ch2_clarisse","70","青晶の審鐘","暁鐘・偽りの加護崩し","夜明けの祝鐘","澄鐘の赦し","ch2_clarisse__chime / ch2_clarisse__dawn / ch2_clarisse__benison / ch2_clarisse__absolve"
"corridor:7","7","【双藤】ネヴィア","ch2_nevia","70","藤影・呪毒の鎖","鎖刃の引き裂き","藤鎖の縫い留め","影藤の外套","ch2_nevia__venom / ch2_nevia__reel / ch2_nevia__bind / ch2_nevia__cloak"
"corridor:7","7","【双藤】エルミナ","ch2_elmina","70","白藤・呪根刈り","枯れ藤の切断","花鎌の旋風","白藤の覚悟","ch2_elmina__reap / ch2_elmina__wither / ch2_elmina__sweep / ch2_elmina__bloom"
"corridor:7","7","【聖翼】アウレ","ch2_aure","70","太陽剣・払暁","金羽の剣雨","暁の誓い","暁翼の祝福","ch2_aure__sun / ch2_aure__feather / ch2_aure__oath / ch2_aure__dawn"
"corridor:7","7","【聖翼】ノエル","ch2_noelle","70","月冠の光条","白翼の結界","宵の聖歌","星屑の洗礼","ch2_noelle__moon / ch2_noelle__wing / ch2_noelle__vesper / ch2_noelle__stars"
"corridor:8","11","【剣姫】ネメシア","ch2_nemesia","80","黒頁の終剣","夜に閉ざす挽歌","夜冠・記録の断章","最後の頁を護る者","ch2_nemesia__sever / ch2_nemesia__elegy / ch2_nemesia__night / ch2_nemesia__resolve"
"corridor:8","11","【剣姫】エヴェリア","ch2_everia","80","白頁に刻む聖剣","暁冠・未来の一閃","続いてゆく朝の約束","白紙からの再記録","ch2_everia__future / ch2_everia__dawn / ch2_everia__promise / ch2_everia__rewrite"
"corridor:8","11","【双鐘】フェルネ","ch2_ferne","80","静寂を破る返響","宵鐘・鎮めの槌","黒鐘楼の守り","宵の弔鐘","ch2_ferne__echo / ch2_ferne__toll / ch2_ferne__belfry / ch2_ferne__vespers"
"corridor:8","11","【双鐘】クラリス","ch2_clarisse","80","青晶の審鐘","暁鐘・偽りの加護崩し","夜明けの祝鐘","澄鐘の赦し","ch2_clarisse__chime / ch2_clarisse__dawn / ch2_clarisse__benison / ch2_clarisse__absolve"
"corridor:8","5","【竜姫】ドラシア","ch2_dracia","80","黒鎖・竜顎の斧","偽りの戒律砕き","飛翔を護る竜盾","帰るべき竜の巣","ch2_dracia__chain / ch2_dracia__break / ch2_dracia__aegis / ch2_dracia__nest"
"corridor:8","5","【竜姫】リュシエ","ch2_rucie","80","白翼・蒼穹の穿槍","聖衣を裂く竜槍","天蓋を破る白翼","解き放たれた翼","ch2_rucie__lance / ch2_rucie__breach / ch2_rucie__sky / ch2_rucie__flight"
"corridor:8","5","【薬毒】ミレア","ch2_mirea","80","翠薬の調合","白百合の解毒","薬毒の抽出","翠晶の薬瓶","ch2_mirea__elixir / ch2_mirea__antidote / ch2_mirea__extract / ch2_mirea__bottle"
"corridor:8","5","【薬毒】ヴィオラ","ch2_viola","80","夜花の濃縮","毒花の花粉","癒し枯らし","紫花のヴェール","ch2_viola__distill / ch2_viola__pollen / ch2_viola__wilt / ch2_viola__petal"
"corridor:8","1","【双雷】カリスタ","ch2_calista","80","蒼穹を貫く槍","蒼雷・鎧穿ち","雷槍の散華","蒼雷の纏装","ch2_calista__bolt / ch2_calista__pierce / ch2_calista__storm / ch2_calista__charge"
"corridor:8","1","【双雷】ソレーヌ","ch2_solenne","80","雷盾の押し返し","金雷・避雷の聖盾","黄金の帰雷","雷鳴の祓い","ch2_solenne__ground / ch2_solenne__aegis / ch2_solenne__grace / ch2_solenne__clear"
"corridor:8","1","【薬毒】ミレア","ch2_mirea","80","翠薬の調合","白百合の解毒","薬毒の抽出","翠晶の薬瓶","ch2_mirea__elixir / ch2_mirea__antidote / ch2_mirea__extract / ch2_mirea__bottle"
"corridor:8","1","【薬毒】ヴィオラ","ch2_viola","80","夜花の濃縮","毒花の花粉","癒し枯らし","紫花のヴェール","ch2_viola__distill / ch2_viola__pollen / ch2_viola__wilt / ch2_viola__petal"
"corridor:9","4","【封鍵】メリオラ","ch2_meliora","90","冥鍵・錠断の剣","偽冠の切断","冥門の開刃","魂鎖の封緘","ch2_meliora__unlock / ch2_meliora__false / ch2_meliora__gate / ch2_meliora__lock"
"corridor:9","4","【封鍵】エリゼル","ch2_elyselle","90","聖鍵・静謐の勅令","白門の聖域","記憶を継ぐ祈り","聖鍵の解呪","ch2_elyselle__edict / ch2_elyselle__sanctum / ch2_elyselle__restore / ch2_elyselle__release"
"corridor:9","4","【薔薇】ノクテル","ch2_noctelle","90","黒薔薇・断罪の棘","黒棘の簒奪","萎れる加護","夜薔薇の外套","ch2_noctelle__thorn / ch2_noctelle__pierce / ch2_noctelle__wither / ch2_noctelle__veil"
"corridor:9","4","【薔薇】オーリアン","ch2_auriane","90","枯れぬ白薔薇","暁の祈り","白薔薇・鎧ほどく光","薔薇園の聖壁","ch2_auriane__bloom / ch2_auriane__prayer / ch2_auriane__petal / ch2_auriane__haven"
"corridor:9","8","【返誓】ロスティア","ch2_rostia","90","誓盾の押し返し","黒盾・不退の城壁","帰還を待つ誓い","黒冠の祓い","ch2_rostia__rebuke / ch2_rostia__bastion / ch2_rostia__vow / ch2_rostia__clean"
"corridor:9","8","【返誓】アルテア","ch2_althea","90","返誓・紅剣一閃","偽りの誓い断ち","紅冠の剣雨","帰還の決意","ch2_althea__return / ch2_althea__sunder / ch2_althea__sweep / ch2_althea__resolve"
